"site","place_name","date","latitude","longitude","sp","collection_method","Life_stage","Count"
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Squalus acanthias","beach seine","adult/non-larval juveniles",1
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Gammarid_amphipod","hand","adult/non-larval juveniles",4
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",191
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",26
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Hemigrapsus","crab pot","adult/non-larval juveniles",4
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Metacarcinus magister","crab pot","adult/non-larval juveniles",7
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Caprella_alaskana","hand","adult/non-larval juveniles",22
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Enophrys bison","beach seine","adult/non-larval juveniles",3
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Cottidae","beach seine","adult/non-larval juveniles",2
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",143
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Teleostei","beach seine","adult/non-larval juveniles",0
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Idothea_rascata","hand","adult/non-larval juveniles",18
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Artedius lateralis","beach seine","adult/non-larval juveniles",2
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",3423
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Anoplarchus insignis","beach seine","adult/non-larval juveniles",0
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Polychaeta_sp","hand","adult/non-larval juveniles",46
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",241
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Lottia_sp","hand","adult/non-larval juveniles",58
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Cancer productus","crab pot","adult/non-larval juveniles",23
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Platichthys stellatus","beach seine","adult/non-larval juveniles",4
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Citharichthys stigmaeus","beach seine","adult/non-larval juveniles",19
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Enophrys bison","beach seine","adult/non-larval juveniles",13
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Hexagrammidae sp.","beach seine","adult/non-larval juveniles",5
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Pugettia producta ","crab pot","adult/non-larval juveniles",1
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",46
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Caprella_alaskana","hand","adult/non-larval juveniles",19
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",1
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",31
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Pholis laeta","beach seine","adult/non-larval juveniles",2
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Idothea_rascata","hand","adult/non-larval juveniles",5
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Gammarid_amphipod","hand","adult/non-larval juveniles",36
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Oncorhynchus gorbuscha","beach seine","adult/non-larval juveniles",3
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Littorina_sp","hand","adult/non-larval juveniles",24
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",58
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",1
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Pleuronectidae","beach seine","adult/non-larval juveniles",2
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Leptocottus armatus","beach seine","adult/non-larval juveniles",7
"2017_M_02","North Fish Egg Island","5/24/2017",55.49709,-133.17,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",2
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Pholidae","beach seine","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",58
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Lottia_sp","hand","adult/non-larval juveniles",26
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Littorina_sp","hand","adult/non-larval juveniles",7
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Pholis laeta","beach seine","adult/non-larval juveniles",5
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Oncorhynchus gorbuscha","beach seine","adult/non-larval juveniles",287
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Apodichthys flavidus","beach seine","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Ophiodon elongatus","beach seine","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Polychaeta_sp","hand","adult/non-larval juveniles",71
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",21
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Caprella_alaskana","hand","adult/non-larval juveniles",35
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Oregonia gracilis","crab pot","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Blepsias cirrhosus","beach seine","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Hexagrammidae sp.","beach seine","adult/non-larval juveniles",8
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Gammarid_amphipod","hand","adult/non-larval juveniles",6
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",13
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",2
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Artedius spp.","beach seine","adult/non-larval juveniles",4
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Idothea_rascata","hand","adult/non-larval juveniles",2
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",1
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Pleuronectidae","beach seine","adult/non-larval juveniles",3
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Citharichthys stigmaeus","beach seine","adult/non-larval juveniles",3
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Enophrys bison","beach seine","adult/non-larval juveniles",6
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Platichthys stellatus","beach seine","adult/non-larval juveniles",9
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Leptocottus armatus","beach seine","adult/non-larval juveniles",22
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",52
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",35
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",2
"2017_M_03","South Fish Egg Island","5/25/2017",55.48442,-133.175,"Cottidae","beach seine","adult/non-larval juveniles",4
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",13
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Hexagrammos octogrammus","beach seine","adult/non-larval juveniles",4
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",13
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Lottia_sp","hand","adult/non-larval juveniles",4
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Pallasina barbata","beach seine","adult/non-larval juveniles",1
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Metacarcinus magister","crab pot","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",11
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Oncorhynchus kisutch","beach seine","adult/non-larval juveniles",27
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Cancer productus","crab pot","adult/non-larval juveniles",10
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Enophrys bison","beach seine","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Apodichthys flavidus","beach seine","adult/non-larval juveniles",3
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Clupea pallasii","beach seine","adult/non-larval juveniles",1
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",538
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",50
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",444
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Hemilepidotus sp.","beach seine","adult/non-larval juveniles",3
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Hexagrammidae sp.","beach seine","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Polychaeta_sp","hand","adult/non-larval juveniles",26
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",39
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Oncorhynchus gorbuscha","beach seine","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",1
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Gammarid_amphipod","hand","adult/non-larval juveniles",15
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Leptocottus armatus","beach seine","adult/non-larval juveniles",17
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Littorina_sp","hand","adult/non-larval juveniles",4
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Caprella_alaskana","hand","adult/non-larval juveniles",5
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Pugettia producta","crab pot","adult/non-larval juveniles",1
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Pholis laeta","beach seine","adult/non-larval juveniles",192
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Idothea_rascata","hand","adult/non-larval juveniles",4
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",2
"2017_M_04","South Wadleigh Island","6/22/2017",55.52904,-133.147,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",25
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Gammarid_amphipod","hand","adult/non-larval juveniles",20
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Lottia_sp","hand","adult/non-larval juveniles",38
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",9
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Clupea pallasii","beach seine","adult/non-larval juveniles",5
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Caprella_alaskana","hand","adult/non-larval juveniles",56
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Idothea_rascata","hand","adult/non-larval juveniles",7
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Artedius spp.","beach seine","adult/non-larval juveniles",7
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Littorina_sp","hand","adult/non-larval juveniles",10
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Isopsetta isolepis","beach seine","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Platichthys stellatus","beach seine","adult/non-larval juveniles",4
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",2
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Metacarcinus magister","crab pot","adult/non-larval juveniles",8
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Podothecus accipenserinus","beach seine","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Polychaeta_sp","hand","adult/non-larval juveniles",47
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Leptocottus armatus","beach seine","adult/non-larval juveniles",47
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",623
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Pagurus spp.","crab pot","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Pholis laeta","beach seine","adult/non-larval juveniles",14
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",161
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Enophrys bison","beach seine","adult/non-larval juveniles",1
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Parophrys vetulus","beach seine","adult/non-larval juveniles",13
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Cottidae","beach seine","adult/non-larval juveniles",2
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",141
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",4
"2017_M_05","Shinaku Inlet","6/23/2017",55.59929,-133.16,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",15
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Enophrys bison","beach seine","adult/non-larval juveniles",6
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Lottia_sp","hand","adult/non-larval juveniles",0
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",3
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Pugettia producta ","crab pot","adult/non-larval juveniles",1
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",515
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Leptocottus armatus","beach seine","adult/non-larval juveniles",51
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Pholis laeta","beach seine","adult/non-larval juveniles",93
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Sebastes auriculatus","beach seine","adult/non-larval juveniles",1
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Caprella_alaskana","hand","adult/non-larval juveniles",99
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",88
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Teleostei","beach seine","adult/non-larval juveniles",5
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Hemigrapsus","crab pot","adult/non-larval juveniles",20
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Metacarcinus magister","crab pot","adult/non-larval juveniles",1
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Gammarid_amphipod","hand","adult/non-larval juveniles",5
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",8
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Hemilepidotus sp. ","beach seine","adult/non-larval juveniles",17
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Hexagrammos decagrammus","beach seine","adult/non-larval juveniles",4
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",1
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Idothea_rascata","hand","adult/non-larval juveniles",3
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Littorina_sp","hand","adult/non-larval juveniles",57
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Cancer productus ","crab pot","adult/non-larval juveniles",4
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Sebastes caurinus","beach seine","adult/non-larval juveniles",2
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Cancer productus","crab pot","adult/non-larval juveniles",7
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",2
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_06","Trocadero Bay","8/21/2017",55.344914,-133.0011,"Polychaeta_sp","hand","adult/non-larval juveniles",12
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Idothea_rascata","hand","adult/non-larval juveniles",7
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Gadus macrocephalus","beach seine","adult/non-larval juveniles",169
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Gammarid_amphipod","hand","adult/non-larval juveniles",4
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Ammodytes personatus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Cancer productus ","crab pot","adult/non-larval juveniles",3
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Metacarcinus magister","crab pot","adult/non-larval juveniles",14
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Lottia_sp","hand","adult/non-larval juveniles",5
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",58
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Enophrys bison","beach seine","adult/non-larval juveniles",3
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hemilepidotus sp.","beach seine","adult/non-larval juveniles",10
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hemilepidotus spinosus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Cancer productus","crab pot","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Anoplarchus insignis","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Artedius spp.","beach seine","adult/non-larval juveniles",9
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Blepsias cirrhosus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",4
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Clupea pallasii","beach seine","adult/non-larval juveniles",2644
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Cottidae","beach seine","adult/non-larval juveniles",0
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",4
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",12
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Nautichthys oculofasciatus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Caprella_alaskana","hand","adult/non-larval juveniles",2
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Ophiodon elongatus","beach seine","adult/non-larval juveniles",2
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Littorina_sp","hand","adult/non-larval juveniles",24
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Pholis laeta","beach seine","adult/non-larval juveniles",92
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Squalus acanthias","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",6
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hexagrammos octogrammus","beach seine","adult/non-larval juveniles",2
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",8
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",5
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Polychaeta_sp","hand","adult/non-larval juveniles",9
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",56
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Parophrys vetulus","beach seine","adult/non-larval juveniles",10
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Oligocottus maculosus","beach seine","adult/non-larval juveniles",4
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hexagrammos decagrammus","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Hemilepidotus spp.","beach seine","adult/non-larval juveniles",1
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",109
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Leptocottus armatus","beach seine","adult/non-larval juveniles",45
"2017_M_07","Garcia Bay","7/26/2017",55.5535,-133.431392,"Salvelinus malma","beach seine","adult/non-larval juveniles",2
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",16
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Cancer productus","crab pot","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Gammarid_amphipod","hand","adult/non-larval juveniles",5
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",436
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Gadus macrocephalus","beach seine","adult/non-larval juveniles",8
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Pagurus spp.","crab pot","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Citharichthys stigmaeus","beach seine","adult/non-larval juveniles",2
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",2
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",29
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Metacarcinus magister","crab pot","adult/non-larval juveniles",2
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Oligocottus maculosus","beach seine","adult/non-larval juveniles",1
